형태소,품사,지역,관광지,카운트
叶,g,中國,弘益大學,7
叶,g,中國,德壽宮,5
叶,g,中國,新沙洞,6
叶,g,中國,昌德宮,19
叶,g,中國,景福宮,4
叶,g,中國,梨泰院,1
叶,g,中國,梨花女子大學,26
叶,g,中國,汝矣島,1
叶,g,中國,汝矣島漢江公園,2
叶,g,中國,清溪川,5
叶,g,中國,清潭洞,1
叶,g,中國,益善洞韓屋村,1
叶,g,中國,青瓦台,3
叶,g,中國,韓國之家,1
叶,g,中國香港,仁寺洞,1
叶,g,中國香港,南山公園,6
叶,g,中國香港,南山谷韓屋村,1
叶,g,中國香港,新沙洞,3
叶,g,中國香港,梨花女子大學,4
号,n,中國,N首爾塔,2
号,n,中國,光化門廣場,1
号,n,中國,廣藏市場,1
号,n,中國,景福宮,3
号,n,中國,汝矣島,2
号,n,中國,華城,2
号,n,中國,青瓦台,3
号,q,中國,63大廈,11
号,q,中國,COEX水族館,4
号,q,中國,N首爾塔,6
号,q,中國,YG娛樂公司,1
号,q,中國,三星Leeum美術館,4
号,q,中國,三清洞,11
号,q,中國,仁寺洞,12
号,q,中國,仁川唐人街,3
号,q,中國,光化門廣場,10
号,q,中國,兒童大公園,4
号,q,中國,北村韓屋村,10
号,q,中國,南山公園,2
号,q,中國,南山纜車,4
号,q,中國,南山谷韓屋村,11
号,q,中國,塗鴉秀 （NH藝術廳）,1
号,q,中國,天空公園,8
号,q,中國,奉恩寺,3
号,q,中國,小法蘭西,3
号,q,中國,廣藏市場,34
号,q,中國,弘大自由市場,5
号,q,中國,弘益大學,29
号,q,中國,德壽宮,6
号,q,中國,愛寶樂園,3
号,q,中國,新沙洞,14
号,q,中國,昌德宮,16
号,q,中國,明洞,1
号,q,中國,明洞天主聖堂,15
号,q,中國,星空圖書館,15
号,q,中國,景福宮,31
号,q,中國,月尾島,8
号,q,中國,東大門,5
号,q,中國,東大門歷史文化公園站,4
号,q,中國,東大門設計廣場（DDP）,7
号,q,中國,梨泰院,10
号,q,中國,梨花女子大學,37
号,q,中國,汝矣島,24
号,q,中國,汝矣島漢江公園,18
号,q,中國,清溪川,7
号,q,中國,清潭洞,4
号,q,中國,益善洞韓屋村,8
号,q,中國,華城,1
号,q,中國,青瓦台,2
号,q,中國,韓國國立中央博物館,5
号,q,中國,高尺巨蛋,2
号,q,中國台灣,小法蘭西,1
号,q,中國香港,仁寺洞,2
号,q,中國香港,北村韓屋村,1
号,q,中國香港,奉恩寺,2
号,q,中國香港,明洞,2
号,q,中國香港,景福宮,2
号,q,中國香港,梨泰院,1
号,q,中國香港,汝矣島漢江公園,1
号,q,中國香港,清溪川,1
号,q,中國香港,首爾天空展望台,3
号号,n,中國,N首爾塔,1
号带,v,中國,光化門廣場,1
号码,n,中國,COEX水族館,1
号码,n,中國,N首爾塔,3
号码,n,中國,SBS MTV-THE SHOW,2
号码,n,中國,青瓦台,5
号码,n,中國台灣,汝矣島,1
号码,n,中國香港,N首爾塔,1
号码段,n,中國,N首爾塔,1
号称,v,中國,COEX水族館,2
号称,v,中國,仁川唐人街,1
号称,v,中國,奉恩寺,1
号称,v,中國,小法蘭西,1
号称,v,中國,星空圖書館,1
号称,v,中國,景福宮,1
号称,v,中國,東大門,1
号称,v,中國,梨泰院,1
号称,v,中國,梨花女子大學,1
号称,v,中國,汝矣島,1
号称,v,中國,青瓦台,1
号称,v,中國,韓國國立中央博物館,2
号称,v,中國台灣,弘益大學,1
号线,n,中國,汝矣島,2
司令部,n,中國,梨泰院,1
司机,n,中國,愛寶樂園,2
司机,n,中國,景福宮,1
司机,n,中國,梨泰院,1
司机,n,中國,梨花女子大學,2
司机,n,中國香港,三清洞,1
司法,n,中國,北村韓屋村,3
叹,v,中國,仁寺洞,1
叹为观止,i,中國,星空圖書館,1
叹为观止,id,中國,天空公園,1
叹为观止,id,中國,星空圖書館,1
叹为观止,id,中國,東大門設計廣場（DDP）,2
叹为观止,id,中國,梨花女子大學,1
叹为观止,id,中國香港,首爾天空展望台,2
叻路,v,中國,新沙洞,1
叼,n,中國,廣藏市場,1
叽里呱,ns,中國,明洞,1
吃,v,中國,63大廈,12
吃,v,中國,COEX水族館,5
吃,v,中國,N首爾塔,1
吃,v,中國,三清洞,37
吃,v,中國,亂打秀(明洞劇場),3
吃,v,中國,仁寺洞,54
吃,v,中國,仁川唐人街,19
吃,v,中國,光化門廣場,4
吃,v,中國,兒童大公園,1
吃,v,中國,北村韓屋村,5
吃,v,中國,南大門市場,11
吃,v,中國,南山公園,1
吃,v,中國,南山谷韓屋村,1
吃,v,中國,奉恩寺,1
吃,v,中國,小法蘭西,5
吃,v,中國,廣藏市場,221
吃,v,中國,弘大自由市場,19
吃,v,中國,弘益大學,58
吃,v,中國,愛寶樂園,3
吃,v,中國,新沙洞,31
吃,v,中國,明洞,47
吃,v,中國,明洞天主聖堂,2
吃,v,中國,景福宮,4
吃,v,中國,月尾島,6
吃,v,中國,東大門,2
吃,v,中國,東大門歷史文化公園站,2
吃,v,中國,東大門設計廣場（DDP）,7
吃,v,中國,梨泰院,16
吃,v,中國,梨花女子大學,13
吃,v,中國,汝矣島,13
吃,v,中國,汝矣島漢江公園,14
吃,v,中國,清溪川,19
吃,v,中國,清潭洞,8
吃,v,中國,漢江遊船,1
吃,v,中國,益善洞韓屋村,1
吃,v,中國,華城,1
吃,v,中國,青瓦台,4
吃,v,中國,韓國之家,12
吃,v,中國,韓國國立中央博物館,2
吃,v,中國,韓國民俗村,2
吃,v,中國台灣,N首爾塔,2
吃,v,中國台灣,南山公園,1
吃,v,中國台灣,弘益大學,2
吃,v,中國台灣,新沙洞,1
吃,v,中國台灣,明洞,3
吃,v,中國台灣,汝矣島漢江公園,1
吃,v,中國台灣,清溪川,1
吃,v,中國香港,63大廈,2
吃,v,中國香港,三清洞,1
吃,v,中國香港,仁寺洞,3
吃,v,中國香港,南大門市場,1
吃,v,中國香港,南山公園,1
吃,v,中國香港,廣藏市場,6
吃,v,中國香港,愛寶樂園,2
吃,v,中國香港,新沙洞,3
吃,v,中國香港,明洞,11
吃,v,中國香港,星空圖書館,1
吃,v,中國香港,東大門歷史文化公園站,3
吃,v,中國香港,梨泰院,2
吃,v,中國香港,清溪川,3
吃,v,中國香港,韓國民俗村,2
吃,v,中國香港,首爾天空展望台,1
吃不了,i,中國,三清洞,1
吃不了,i,中國,廣藏市場,2
吃伤,v,中國,弘大自由市場,1
吃伤,v,中國,弘益大學,1
吃力,a,中國,南山公園,1
吃力,a,中國,愛寶樂園,1
吃力,a,中國香港,愛寶樂園,1
吃吃喝喝,i,中國,仁寺洞,1
吃吃喝喝,i,中國,小法蘭西,1
吃吃喝喝,i,中國,弘大自由市場,3
吃吃喝喝,i,中國,弘益大學,2
吃吃喝喝,i,中國,梨泰院,1
吃吃喝喝,i,中國,清溪川,1
吃吃喝喝,i,中國,漢江遊船,1
吃喝,v,中國香港,明洞,1
吃喝玩乐,id,中國,仁寺洞,2
吃喝玩乐,id,中國,廣藏市場,1
吃喝玩乐,id,中國,弘益大學,1
吃喝玩乐,id,中國,愛寶樂園,1
吃喝玩乐,id,中國,明洞,2
吃喝玩乐,id,中國,星空圖書館,2
吃喝玩乐,id,中國,月尾島,1
吃喝玩乐,id,中國,東大門設計廣場（DDP）,2
吃喝玩乐,id,中國,韓國之家,2
吃喝玩乐,id,中國台灣,南大門市場,1
吃喝玩乐,id,中國香港,明洞,1
吃地道,id,中國,廣藏市場,1
吃惊,a,中國,仁川唐人街,1
吃播,v,中國,益善洞韓屋村,1
吃爆,v,中國台灣,明洞,1
吃牛肠,id,中國,新沙洞,1
吃生,a,中國,廣藏市場,1
吃生牛肉,id,中國,廣藏市場,1
吃米肠拼盘,id,中國,廣藏市場,1
吃紫,a,中國,廣藏市場,1
吃货,n,中國,廣藏市場,1
吃货,v,中國,廣藏市場,1
吃货必去目,id,中國,廣藏市場,1
吃贵,a,中國,明洞,1
吃酱油蟹,id,中國香港,明洞,1
吃韩式,a,中國,廣藏市場,1
吃饭,v,中國,COEX水族館,1
吃饭,v,中國,N首爾塔,4
吃饭,v,中國,三清洞,3
吃饭,v,中國,仁寺洞,5
吃饭,v,中國,仁川唐人街,1
吃饭,v,中國,光化門廣場,2
吃饭,v,中國,廣藏市場,10
吃饭,v,中國,弘大自由市場,2
吃饭,v,中國,弘益大學,6
吃饭,v,中國,愛寶樂園,2
吃饭,v,中國,新沙洞,1
吃饭,v,中國,明洞,3
吃饭,v,中國,東大門設計廣場（DDP）,3
吃饭,v,中國,梨泰院,3
吃饭,v,中國,梨花女子大學,3
吃饭,v,中國,樂天世界,1
吃饭,v,中國,汝矣島漢江公園,1
吃饭,v,中國,韓國國立中央博物館,1
吃饭,v,中國,韓國民俗村,1
吃饭,v,中國,首爾遊樂園,2
吃饭,v,中國台灣,COEX水族館,1
吃饭,v,中國台灣,新沙洞,1
吃饭,v,中國台灣,汝矣島漢江公園,1
吃饭,v,中國香港,仁寺洞,1
吃饱喝足,id,中國,小法蘭西,1
吃饱饭后,id,中國台灣,南山公園,1
吃香,a,中國,南山公園,1
吃香,a,中國香港,廣藏市場,1
吃～,a,中國,弘益大學,1
各,r,中國,63大廈,1
各,r,中國,三清洞,2
各,r,中國,仁寺洞,4
各,r,中國,光化門廣場,1
各,r,中國,南大門市場,1
各,r,中國,南山公園,1
各,r,中國,小法蘭西,1
各,r,中國,廣藏市場,5
各,r,中國,弘大自由市場,1
各,r,中國,弘益大學,5
各,r,中國,愛寶樂園,1
各,r,中國,新沙洞,4
各,r,中國,昌德宮,1
各,r,中國,明洞,1
各,r,中國,明洞天主聖堂,1
各,r,中國,東大門設計廣場（DDP）,1
各,r,中國,梨泰院,4
各,r,中國,梨花女子大學,3
各,r,中國,汝矣島,2
各,r,中國,清潭洞,5
各,r,中國,漢江遊船,1
各,r,中國,益善洞韓屋村,1
各,r,中國,青瓦台,4
各,r,中國,韓國國立中央博物館,1
各,r,中國,韓國民俗村,2
各,r,中國台灣,小法蘭西,1
各,r,中國香港,南山公園,1
各,r,中國香港,天空公園,1
各,r,中國香港,弘益大學,1
各,r,中國香港,明洞,2
各,r,中國香港,益善洞韓屋村,1
各个,r,中國,COEX水族館,1
各个,r,中國,N首爾塔,1
各个,r,中國,三清洞,1
各个,r,中國,仁寺洞,1
各个,r,中國,光化門廣場,2
各个,r,中國,塗鴉秀 （NH藝術廳）,2
各个,r,中國,天空公園,1
各个,r,中國,廣藏市場,2
各个,r,中國,弘益大學,2
各个,r,中國,愛寶樂園,1
各个,r,中國,昌德宮,1
各个,r,中國,明洞,1
各个,r,中國,東大門,1
各个,r,中國,梨泰院,5
各个,r,中國,汝矣島,1
各个,r,中國,清溪川,1
各个,r,中國,華城,1
各个,r,中國,韓國國立中央博物館,3
各位,r,中國,三清洞,1
各位,r,中國,仁川唐人街,1
各位,r,中國,塗鴉秀 （NH藝術廳）,1
各位,r,中國,廣藏市場,2
各位,r,中國,弘益大學,2
各位,r,中國,昌德宮,1
各位,r,中國,汝矣島漢江公園,1
各具特色,id,中國,北村韓屋村,1
各具特色,id,中國,新沙洞,1
各具特色,id,中國香港,小法蘭西,1
各具特色,id,中國香港,景福宮,1
各国,r,中國,N首爾塔,1
各国,r,中國,明洞,1
各国,r,中國,梨泰院,8
各国,r,中國,汝矣島,1
各国,r,中國,韓國之家,2
各国,r,中國,首爾遊樂園,1
各国,r,中國台灣,廣藏市場,1
各国,r,中國台灣,新沙洞,1
各地,r,中國,COEX水族館,1
各地,r,中國,三星Leeum美術館,1
各地,r,中國,光化門廣場,2
各地,r,中國,南山公園,2
各地,r,中國,南山纜車,1
各地,r,中國,南山谷韓屋村,6
各地,r,中國,小法蘭西,1
各地,r,中國,廣藏市場,2
各地,r,中國,明洞天主聖堂,1
各地,r,中國,星空圖書館,1
各地,r,中國,景福宮,1
各地,r,中國,東大門設計廣場（DDP）,1
各地,r,中國,梨泰院,6
各地,r,中國,梨花女子大學,1
各地,r,中國,汝矣島,1
各地,r,中國,韓國民俗村,1
各地,r,中國香港,廣藏市場,1
各处,r,中國,光化門廣場,4
各处,r,中國,益善洞韓屋村,1
各店,r,中國,仁寺洞,1
各异,a,中國,COEX水族館,1
各异,a,中國,天空公園,1
各异,a,中國,昌德宮,1
各式,r,中國,三清洞,2
各式,r,中國,仁寺洞,3
各式,r,中國,仁川唐人街,2
各式,r,中國,廣藏市場,1
各式,r,中國,弘大自由市場,1
各式,r,中國,弘益大學,1
各式,r,中國,新沙洞,3
各式,r,中國,昌德宮,1
各式,r,中國,梨泰院,2
各式,r,中國,梨花女子大學,3
各式,r,中國,汝矣島漢江公園,1
各式,r,中國,益善洞韓屋村,4
各式,r,中國台灣,新沙洞,1
各式,r,中國香港,N首爾塔,2
各式,r,中國香港,廣藏市場,1
各式,r,中國香港,東大門,1
各式各样,id,中國,N首爾塔,1
各式各样,id,中國,三清洞,3
各式各样,id,中國,仁川唐人街,1
各式各样,id,中國,光化門廣場,1
各式各样,id,中國,北村韓屋村,1
各式各样,id,中國,廣藏市場,4
各式各样,id,中國,弘大自由市場,1
各式各样,id,中國,弘益大學,2
各式各样,id,中國,新沙洞,3
各式各样,id,中國,明洞,4
各式各样,id,中國,梨泰院,2
各式各样,id,中國,樂天世界,2
各式各样,id,中國,益善洞韓屋村,1
各式各样,id,中國,韓國國立中央博物館,1
各式各样,id,中國,韓國民俗村,1
各式各样,id,中國台灣,N首爾塔,1
各式各样,id,中國香港,北村韓屋村,1
各式各样,id,中國香港,廣藏市場,2
各式各样,id,中國香港,弘益大學,1
各式各样,id,中國香港,愛寶樂園,1
各得其所,id,中國,汝矣島漢江公園,1
各有独道,id,中國,仁寺洞,1
各种,r,中國,63大廈,1
各种,r,中國,COEX水族館,9
各种,r,中國,N首爾塔,1
各种,r,中國,三星Leeum美術館,2
各种,r,中國,三清洞,30
各种,r,中國,亂打秀(明洞劇場),3
各种,r,中國,仁寺洞,31
各种,r,中國,仁川唐人街,5
各种,r,中國,光化門廣場,7
各种,r,中國,北村韓屋村,4
各种,r,中國,南大門市場,7
各种,r,中國,南山公園,9
各种,r,中國,南山谷韓屋村,2
各种,r,中國,塗鴉秀 （NH藝術廳）,5
各种,r,中國,天空公園,1
各种,r,中國,小法蘭西,12
各种,r,中國,廣藏市場,47
各种,r,中國,弘大自由市場,8
各种,r,中國,弘益大學,27
各种,r,中國,德壽宮,2
各种,r,中國,愛寶樂園,1
各种,r,中國,新沙洞,18
各种,r,中國,昌德宮,2
各种,r,中國,明洞,16
各种,r,中國,明洞天主聖堂,1
各种,r,中國,星空圖書館,2
各种,r,中國,景福宮,7
各种,r,中國,月尾島,2
各种,r,中國,東大門歷史文化公園站,1
各种,r,中國,東大門設計廣場（DDP）,10
各种,r,中國,梨泰院,17
各种,r,中國,梨花女子大學,17
各种,r,中國,汝矣島,5
各种,r,中國,汝矣島漢江公園,19
各种,r,中國,清溪川,7
各种,r,中國,清潭洞,6
各种,r,中國,漢江遊船,1
各种,r,中國,益善洞韓屋村,5
各种,r,中國,青瓦台,1
各种,r,中國,韓國民俗村,3
各种,r,中國,首爾大公園,2
各种,r,中國,首爾遊樂園,1
各种,r,中國,高尺巨蛋,1
各种,r,中國台灣,小法蘭西,1
各种,r,中國香港,63大廈,1
各种,r,中國香港,三清洞,1
各种,r,中國香港,北村韓屋村,2
各种,r,中國香港,明洞,1
各种,r,中國香港,星空圖書館,1
各种,r,中國香港,東大門歷史文化公園站,1
各种,r,中國香港,梨花女子大學,1
各种,r,中國香港,樂天世界,1
各种,r,中國香港,首爾天空展望台,2
各种各样,id,中國,63大廈,1
各种各样,id,中國,COEX水族館,6
各种各样,id,中國,三清洞,2
各种各样,id,中國,仁寺洞,4
各种各样,id,中國,光化門廣場,7
各种各样,id,中國,南大門市場,1
各种各样,id,中國,南山公園,3
各种各样,id,中國,南山谷韓屋村,1
各种各样,id,中國,天空公園,1
各种各样,id,中國,廣藏市場,7
各种各样,id,中國,弘大自由市場,2
各种各样,id,中國,弘益大學,4
各种各样,id,中國,新沙洞,1
各种各样,id,中國,明洞,1
各种各样,id,中國,東大門設計廣場（DDP）,3
各种各样,id,中國,梨泰院,2
各种各样,id,中國,梨花女子大學,1
各种各样,id,中國,汝矣島,1
各种各样,id,中國,汝矣島漢江公園,1
各种各样,id,中國香港,COEX水族館,1
各种各样,id,中國香港,仁寺洞,1
各种各样,id,中國香港,廣藏市場,1
各种各样,id,中國香港,弘益大學,1
各种各样,id,中國香港,新沙洞,1
各类,r,中國,COEX水族館,1
各类,r,中國,三清洞,2
各类,r,中國,仁寺洞,2
各类,r,中國,南山公園,1
各类,r,中國,廣藏市場,6
各类,r,中國,弘益大學,3
各类,r,中國,明洞,2
各类,r,中國,星空圖書館,1
各类,r,中國,東大門歷史文化公園站,1
各类,r,中國,梨花女子大學,2
各类,r,中國,汝矣島,2
各类,r,中國香港,新沙洞,3
各类,r,中國香港,東大門歷史文化公園站,1
各自,r,中國,小法蘭西,1
各自,r,中國,弘大自由市場,1
各自,r,中國,弘益大學,1
各自,r,中國,德壽宮,1
各自,r,中國,愛寶樂園,1
各自,r,中國,昌德宮,1
各自,r,中國,梨花女子大學,2
各自,r,中國台灣,廣藏市場,1
各自,r,中國香港,益善洞韓屋村,1
各色,r,中國,仁寺洞,2
各色,r,中國,光化門廣場,1
各色,r,中國,北村韓屋村,1
各色,r,中國,廣藏市場,2
各色,r,中國,弘益大學,2
各色,r,中國,星空圖書館,1
各色,r,中國,梨花女子大學,1
各色,r,中國,清溪川,5
各色,r,中國香港,弘益大學,1
各色各样,i,中國,廣藏市場,1
各色各样,i,中國,弘大自由市場,1
各色各样,id,中國,仁寺洞,1
各色各样,id,中國,廣藏市場,1
各项,r,中國台灣,明洞,1
吆,d,中國,廣藏市場,1
吆喝,v,中國,廣藏市場,2
吆喝声,n,中國,廣藏市場,2
合,v,中國,N首爾塔,1
合,v,中國,三清洞,2
合,v,中國,南山公園,1
合,v,中國,小法蘭西,1
合,v,中國,弘益大學,1
合,v,中國,德壽宮,1
合,v,中國,東大門設計廣場（DDP）,1
合,v,中國,梨泰院,4
合,v,中國,梨花女子大學,3
合,v,中國,汝矣島漢江公園,1
合,v,中國,清溪川,1
合,v,中國香港,北村韓屋村,1
合一,v,中國,北村韓屋村,1
合一,v,中國,首爾天空展望台,1
合井,a,中國,YG娛樂公司,1
合井,v,中國,弘益大學,1
合井站,n,中國,弘益大學,1
合唱,v,中國,高尺巨蛋,1
合宜,a,中國,北村韓屋村,1
合并,v,中國,梨花女子大學,1
合并,v,中國,首爾大公園,1
合影,n,中國,仁寺洞,1
合影,n,中國,光化門廣場,4
合影,n,中國,北村韓屋村,1
合影,n,中國,南山谷韓屋村,1
合影,n,中國,小法蘭西,2
合影,n,中國,梨泰院,1
合影,n,中國,梨花女子大學,3
合影,n,中國,汝矣島,1
合影,v,中國,光化門廣場,13
合影,v,中國,南大門市場,1
合影,v,中國,南山公園,1
合影,v,中國,南山谷韓屋村,2
合影,v,中國,塗鴉秀 （NH藝術廳）,4
合影,v,中國,小法蘭西,1
合影,v,中國,德壽宮,3
合影,v,中國,新沙洞,1
合影,v,中國,景福宮,4
合影,v,中國,東大門設計廣場（DDP）,1
合影,v,中國,梨花女子大學,4
合影,v,中國,青瓦台,2
合影,v,中國,韓國民俗村,1
合成,v,中國,北村韓屋村,1
合格,v,中國,青瓦台,2
合桃鸡,n,中國香港,廣藏市場,1
合照,v,中國,N首爾塔,1
合照,v,中國,光化門廣場,2
合照,v,中國,北村韓屋村,1
合照,v,中國,南山公園,1
合照,v,中國,塗鴉秀 （NH藝術廳）,1
合照,v,中國,梨泰院,1
合照,v,中國,梨花女子大學,2
合理,a,中國,COEX水族館,8
合理,a,中國,三清洞,3
合理,a,中國,亂打秀(明洞劇場),1
合理,a,中國,北村韓屋村,1
合理,a,中國,南山纜車,1
合理,a,中國,廣藏市場,1
合理,a,中國,弘大自由市場,2
合理,a,中國,弘益大學,1
合理,a,中國,愛寶樂園,1
合理,a,中國,新沙洞,1
合理,a,中國,景福宮,1
合理,a,中國,東大門歷史文化公園站,1
合理,a,中國,梨花女子大學,1
合理,a,中國,汝矣島漢江公園,1
合理,a,中國,韓國國立中央博物館,3
合理,a,中國香港,愛寶樂園,1
合理化,v,中國,梨花女子大學,1
合璧,v,中國,德壽宮,1
合璧,v,中國,梨花女子大學,1
合算,a,中國,景福宮,1
合算,a,中國,首爾大公園,1
合算点,n,中國,廣藏市場,1
